timestamp_iso,distance_cm,person_present,line_position,orientation,gesture,too_close,warning_level
2025-11-21T21:15:36.128411,27.500000000000004,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-21T21:15:38.887923,26.900000000000002,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-21T21:15:41.643351,26.8,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-21T21:15:44.561399,35.8,True,BEYOND_LINE,FACING_CABINET,NONE,False,CAUTION
2025-11-21T21:15:47.322226,31.0,True,BEYOND_LINE,FACING_CABINET,NONE,False,CAUTION
2025-11-21T21:15:50.081315,23.599999999999998,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-21T21:15:52.842263,19.8,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-21T21:15:55.596740,20.0,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-21T21:15:59.407183,121.8,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-21T21:16:02.168907,122.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-21T21:16:04.930278,122.0,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
